puzzle,solution,difficulty,difficulty_level
061050037873000009020007860010583700700021040036004150082070400040000082300008001,461859237873462519529137864914583726758621943236794158182376495647915382395248671,44,Easy
210040000600000047000309001006108000107200000000070004300020085000000062028090010,213847596689512347475369821546138279197254638832976154364721985951483762728695413,54,Expert
208000007700006400000317502090061003020400819005900006070030100502070300000602005,218594637753286491469317582894761253627453819135928746976835124542179368381642975,48,Medium
000004102100600900042100065590003010200805000408001053900206000630010009024059000,769584132185632947342197865596723418213845796478961253951276384637418529824359671,47,Medium
006000090080100500504260013000400971400095008600000000000008000030940067049050080,216583794983174526574269813358426971421795638697831245762318459835942167149657382,51,Hard
200006800061047925000120030000508060086000009073601400042765300605000000008002054,297356841361847925854129736429578163186234579573691482942765318615483297738912654,45,Easy
400080005000300409090040028247608900359274801000030274902000146000801597015406000,426189735578362419193547628247618953359274861861935274982753146634821597715496382,39,Very Easy
060720498209803760805040203001970006050030009920050037300000051502000900700500080,163725498249813765875649213431978526657132849928456137394287651582361974716594382,43,Easy
708003000000040000103680002010005000034008250097020860000930027900100000001002906,748213695269547318153689472812465739634798251597321864485936127926174583371852946,50,Hard
000804030502000490039025107051970040043002700000400850615708003094160508000000614,167894235582317496439625187851976342943582761726431859615748923294163578378259614,41,Very Easy
020000648075014029060020007000302400530400902410000730001548203708263501200100004,129735648875614329364829157987352416536471982412986735691548273748263591253197864,40,Very Easy
000096008070400620060002000001030000000000050080061700000640009400800067000907204,245196378973458621168372945521739486697284153384561792732645819419823567856917234,54,Expert
000259000007006049000000000904572301580600007302001000208000600000023700050000000,843259176127386549695147832964572381581634927372891465238715694416923758759468213,53,Hard
050802003293000500100405000000908060040070100006000028005040000000027000001000350,654892713293761584187435296532918467948276135716354928825143679369527841471689352,54,Expert
057010000090502000200074000000086000716305402040100503500000320069001005832000601,657813294194562738283974156325486917716395482948127563571648329469231875832759641,47,Medium
089003700005260908420097100008025300003714826610009400000102080031450297054000001,189543762375261948426897153748625319593714826612389475967132584831456297254978631,39,Very Easy
100600340000408090000000000000900000075060800304080000000205080700100409031000560,187659342563428791492713658816947235975362814324581976649275183758136429231894567,55,Expert
061008400000030001000000560509710000030002040007000000005903074076005000040060003,761258439854639721293471568529714386638592147417386295185923674376845912942167853,54,Expert
020691000005008000610045000300489620062037000094000100100002054047800019080004006,423691578975328461618745392351489627862137945794256183136972854547863219289514736,46,Medium
080006300010004002900800040070605210000010075500702003600020000000067839000003106,485276391716934582932851647379645218268319475541782963693128754124567839857493126,50,Hard
030000604201050308900673000000300081020081000810046732000007210000090840003000900,537218694261954378948673125756329481324781569819546732495837216672195843183462957,48,Medium
000000000410000002020013965000508076100006830083100050048000000501600008000009010,356982741419765382827413965294538176175296834683174259948351627531627498762849513,52,Hard
000021000080790006000000090710040000259300401460057032006009080025018000000000109,397621845582794316641835297713942658259386471468157932136279584925418763874563129,50,Hard
106980200000700000750000008079000105320109060001060030067205380002830096980010000,136984257298751643754623918679348125325179864841562739467295381512837496983416572,46,Medium
063904100009308064481600009030867010106009080002531090504780021308105006607000800,263974158759318264481652739935867412176429583842531697594786321328145976617293845,38,Very Easy
003189000000004030000760004820000600100000200004910700000800020005000006640300009,473189562916254837582763914829537641157648293364912758731896425295471386648325179,55,Expert
000040089000300000538100004004937600090006000070400890000084900900021058017003000,761245389429378516538169274184937625392856147675412893256784931943621758817593462,50,Hard
310060070967201580000370200600710409100900050090000861570630140031007600080154007,312568974967241583854379216628715439143986752795423861579632148431897625286154397,40,Very Easy
000002809409080001008009005000018600053026100140030000020600903000000502004003700,375142869469785321218369475792518634853426197146937258521674983637891542984253716,51,Hard
000730000703050009000046000000000000090070021138900000020600107010500083400090600,862739514743158269951246378274815936596473821138962745325684197619527483487391652,54,Expert
010500000500170006006040500053010060002000091970000000708030040100250000000407002,417526839589173426236849517853912764642785391971364258728631945194258673365497182,53,Hard
060402009009005103304000002000803206903520000250000000038004090000050700005070021,561432879829765143374981562147893256983526417256147938738214695612359784495678321,50,Hard
190500072430000001500421060001008709000100045009640018085004190900815000200009850,196583472432976581578421963641358729823197645759642318385264197967815234214739856,43,Easy
508700064400890510910500800000000605040200089830064700082670403360405178050083290,528731964473896512916542837297318645641257389835964721182679453369425178754183296,38,Very Easy
102760000007400006546801720010586097654279381078040562060028000800000640709000208,192765834387492156546831729213586497654279381978143562461328975825917643739654218,36,Very Easy
